QueryIDs	chembl_id	molregno	PubChem_ID	DrugBank_ID	Drug_Name	MOA	Action_Type	First_Approval	ChEMBL_TID	TID	UniProt_ID	Desc	Organism	Mesh_Indication	hgnc_symbol	module
P28223	NA	NA	NA	NA	LOXAPINE HYDROCHLORIDE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1976	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	NA	HTR2A	M4
P28223	NA	NA	NA	NA	LOXAPINE SUCCINATE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1975	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	NA	HTR2A	M4
P28223	NA	NA	NA	NA	TRIFLUOPERAZINE HYDROCHLORIDE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1959	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	NA	HTR2A	M4
P28223	NA	NA	NA	NA	ZIPRASIDONE HYDROCHLORIDE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	2001	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D001714: Bipolar Disorder	HTR2A	M4
P28223	NA	NA	NA	NA	LURASIDONE HYDROCHLORIDE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	2010	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D001714: Bipolar Disorder,D012559: Schizophrenia	HTR2A	M4
P28223	NA	NA	NA	NA	BREXPIPRAZOLE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	2015	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D000437: Alcoholism,D000544: Alzheimer Disease,D001714: Bipolar Disorder,D001883: Borderline Personality Disorder,D003865: Depressive Disorder, Major,D003866: Depressive Disorder,D011595: Psychomotor Agitation,D011618: Psychotic Disorders,D012559: Schizophrenia,D012893: Sleep Wake Disorders,D013313: Stress Disorders, Post-Traumatic	HTR2A	M4
P28223	NA	NA	NA	NA	PALIPERIDONE PALMITATE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	2009	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D011618: Psychotic Disorders,D012559: Schizophrenia	HTR2A	M4
P28223	NA	NA	NA	NA	ARIPIPRAZOLE LAUROXIL	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	2015	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D011618: Psychotic Disorders,D012559: Schizophrenia	HTR2A	M4
P28223	NA	NA	NA	NA	CARPHENAZINE MALEATE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1982	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	NA	HTR2A	M4
P28223	NA	NA	NA	NA	PIMAVANSERIN TARTRATE	Serotonin 2a (5-HT2a) receptor inverse agonist	INVERSE AGONIST	2016	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D000544: Alzheimer Disease,D010300: Parkinson Disease,D012559: Schizophrenia	HTR2A	M4
P28223	NA	NA	NA	NA	QUETIAPINE FUMARATE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1997	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D000072861: Phobia, Social,D000437: Alcoholism,D001007: Anxiety,D001714: Bipolar Disorder,D001883: Borderline Personality Disorder,D003704: Dementia,D003865: Depressive Disorder, Major,D003866: Depressive Disorder,D007863: Lecithin Cholesterol Acyltransferase Deficiency,D009103: Multiple Sclerosis,D009497: Neurotic Disorders,D009771: Obsessive-Compulsive Disorder,D011595: Psychomotor Agitation,D011618: Psychotic Disorders,D012559: Schizophrenia,D013313: Stress Disorders, Post-Traumatic	HTR2A	M4
P28223	NA	NA	NA	NA	LUMATEPERONE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	2019	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D000544: Alzheimer Disease,D001714: Bipolar Disorder,D003865: Depressive Disorder, Major,D012559: Schizophrenia	HTR2A	M4
P28223	NA	NA	NA	NA	ASENAPINE MALEATE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	2009	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D001714: Bipolar Disorder,D011618: Psychotic Disorders,D012559: Schizophrenia	HTR2A	M4
P28223	NA	NA	NA	NA	OLANZAPINE PAMOATE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	2009	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D012559: Schizophrenia	HTR2A	M4
P28223	NA	NA	NA	NA	THIOTHIXENE HYDROCHLORIDE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1970	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	NA	HTR2A	M4
P28223	NA	NA	NA	NA	ZIPRASIDONE MESYLATE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	2002	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D001714: Bipolar Disorder,D012559: Schizophrenia	HTR2A	M4
P28223	NA	NA	NA	NA	HALOPERIDOL LACTATE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1967	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D011595: Psychomotor Agitation,D011618: Psychotic Disorders,D012559: Schizophrenia	HTR2A	M4
P17658	CHEMBL188566	312898	11282181	NA	DALFAMPRIDINE	Voltage-gated potassium channel blocker	BLOCKER	2010	CHEMBL2362996	105708	P17658	Potassium voltage-gated channel subfamily A member 6	Homo sapiens	D000083242: Ischemic Stroke,D002547: Cerebral Palsy,D009103: Multiple Sclerosis,D009128: Muscle Spasticity,D009134: Muscular Atrophy, Spinal,D009902: Optic Neuritis,D013119: Spinal Cord Injuries,D016472: Motor Neuron Disease,D020181: Sleep Apnea, Obstructive,D020196: Trauma, Nervous System,D020275: Guillain-Barre Syndrome,D020521: Stroke,D020528: Multiple Sclerosis, Chronic Progressive,D020529: Multiple Sclerosis, Relapsing-Remitting,D051437: Renal Insufficiency	KCNA6	M4
P17658	NA	NA	NA	NA	AMIFAMPRIDINE	Voltage-gated potassium channel blocker	BLOCKER	2018	CHEMBL2362996	105708	P17658	Potassium voltage-gated channel subfamily A member 6	Homo sapiens	D001906: Botulism,D009103: Multiple Sclerosis,D015624: Lambert-Eaton Myasthenic Syndrome	KCNA6	M4
P17658	NA	NA	NA	NA	GUANIDINE HYDROCHLORIDE	Voltage-gated potassium channel blocker	BLOCKER	1939	CHEMBL2362996	105708	P17658	Potassium voltage-gated channel subfamily A member 6	Homo sapiens	NA	KCNA6	M4
P17658	NA	NA	NA	NA	AMIFAMPRIDINE PHOSPHATE	Voltage-gated potassium channel blocker	BLOCKER	2018	CHEMBL2362996	105708	P17658	Potassium voltage-gated channel subfamily A member 6	Homo sapiens	D009133: Muscular Atrophy,D009134: Muscular Atrophy, Spinal,D009157: Myasthenia Gravis,D015624: Lambert-Eaton Myasthenic Syndrome,D053840: Brugada Syndrome	KCNA6	M4
P62333	NA	NA	NA	NA	BORTEZOMIB	26S proteosome inhibitor	INHIBITOR	2003	CHEMBL2364701	106197	P62333	26S proteasome regulatory subunit 10B	Homo sapiens	D000075122: Smoldering Multiple Myeloma,D000077192: Adenocarcinoma of Lung,D000686: Amyloidosis,D000754: Anemia, Refractory, with Excess of Blasts,D001254: Astrocytoma,D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D001989: Bronchiolitis Obliterans,D002051: Burkitt Lymphoma,D002282: Adenocarcinoma, Bronchiolo-Alveolar,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D002294: Carcinoma, Squamous Cell,D002583: Uterine Cervical Neoplasms,D003528: Carcinoma, Adenoid Cystic,D004672: Encephalitis, Japanese,D004938: Esophageal Neoplasms,D005185: Fallopian Tube Neoplasms,D005871: Castleman Disease,D005909: Glioblastoma,D005910: Glioma,D006086: Graft vs Host Disease,D006258: Head and Neck Neoplasms,D006528: Carcinoma, Hepatocellular,D006689: Hodgkin Disease,D007119: Immunoblastic Lymphadenopathy,D007154: Immune System Diseases,D007680: Kidney Neoplasms,D007938: Leukemia,D007952: Leukemia, Plasma Cell,D008175: Lung Neoplasms,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008228: Lymphoma, Non-Hodgkin,D008232: Lymphoproliferative Disorders,D008258: Waldenstrom Macroglobulinemia,D008545: Melanoma,D008654: Mesothelioma,D009101: Multiple Myeloma,D009136: Muscular Dystrophies,D009182: Mycosis Fungoides,D009190: Myelodysplastic Syndromes,D009196: Myeloproliferative Disorders,D009303: Nasopharyngeal Neoplasms,D009369: Neoplasms,D009447: Neuroblastoma,D009471: Neuromyelitis Optica,D009837: Oligodendroglioma,D010051: Ovarian Neoplasms,D010190: Pancreatic Neoplasms,D010534: Peritoneal Neoplasms,D010954: Plasmacytoma,D011471: Prostatic Neoplasms,D012010: Red-Cell Aplasia, Pure,D012509: Sarcoma,D012751: Sezary Syndrome,D013274: Stomach Neoplasms,D013964: Thyroid Neoplasms,D014511: Uremia,D014516: Ureteral Neoplasms,D014523: Urethral Neoplasms,D015179: Colorectal Neoplasms,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015456: Leukemia, Biphenotypic, Acute,D015459: Leukemia-Lymphoma, Adult T-Cell,D015464: Leukemia, Myelogenous, Chronic, BCR-ABL Positive,D015470: Leukemia, Myeloid, Acute,D015473: Leukemia, Promyelocytic, Acute,D016403: Lymphoma, Large B-Cell, Diffuse,D016411: Lymphoma, T-Cell, Peripheral,D016483: Lymphoma, AIDS-Related,D016543: Central Nervous System Neoplasms,D016553: Purpura, Thrombocytopenic, Idiopathic,D017728: Lymphoma, Large-Cell, Anaplastic,D018263: Adenocarcinoma, Follicular,D018276: Carcinoma, Medullary,D018281: Cholangiocarcinoma,D018316: Gliosarcoma,D018442: Lymphoma, B-Cell, Marginal Zone,D019337: Hematologic Neoplasms,D020522: Lymphoma, Mantle-Cell,D021441: Carcinoma, Pancreatic Ductal,D023981: Sarcoma, Myeloid,D028226: Amyloidosis, Familial,D051436: Renal Insufficiency, Chronic,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D064129: Prostatic Neoplasms, Castration-Resistant	PSMC6	M4
P62333	NA	NA	NA	NA	CARFILZOMIB	26S proteosome inhibitor	INHIBITOR	2009	CHEMBL2364701	106197	P62333	26S proteasome regulatory subunit 10B	Homo sapiens	D000686: Amyloidosis,D006086: Graft vs Host Disease,D006689: Hodgkin Disease,D007680: Kidney Neoplasms,D007938: Leukemia,D007952: Leukemia, Plasma Cell,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008228: Lymphoma, Non-Hodgkin,D008258: Waldenstrom Macroglobulinemia,D009101: Multiple Myeloma,D009182: Mycosis Fungoides,D009369: Neoplasms,D010954: Plasmacytoma,D012751: Sezary Syndrome,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015463: Leukemia, Prolymphocytic,D016403: Lymphoma, Large B-Cell, Diffuse,D016411: Lymphoma, T-Cell, Peripheral,D018278: Carcinoma, Neuroendocrine,D020522: Lymphoma, Mantle-Cell,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D055752: Small Cell Lung Carcinoma,D064129: Prostatic Neoplasms, Castration-Resistant	PSMC6	M4
P62333	NA	NA	NA	NA	IXAZOMIB CITRATE	26S proteosome inhibitor	INHIBITOR	2015	CHEMBL2364701	106197	P62333	26S proteasome regulatory subunit 10B	Homo sapiens	D001943: Breast Neoplasms,D005909: Glioblastoma,D006086: Graft vs Host Disease,D007952: Leukemia, Plasma Cell,D008223: Lymphoma,D008258: Waldenstrom Macroglobulinemia,D009101: Multiple Myeloma,D009369: Neoplasms,D010954: Plasmacytoma,D012514: Sarcoma, Kaposi,D015470: Leukemia, Myeloid, Acute,D020522: Lymphoma, Mantle-Cell,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma	PSMC6	M4
P14784	NA	NA	NA	NA	DENILEUKIN DIFTITOX	Interleukin-2 receptor binding agent	BINDING AGENT	1999	CHEMBL2364167	106146	P14784	Interleukin-2 receptor subunit beta	Homo sapiens	D005185: Fallopian Tube Neoplasms,D006086: Graft vs Host Disease,D007680: Kidney Neoplasms,D007938: Leukemia,D008223: Lymphoma,D008228: Lymphoma, Non-Hodgkin,D008545: Melanoma,D009101: Multiple Myeloma,D009369: Neoplasms,D010051: Ovarian Neoplasms,D010190: Pancreatic Neoplasms,D010534: Peritoneal Neoplasms,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015456: Leukemia, Biphenotypic, Acute,D015470: Leukemia, Myeloid, Acute,D016410: Lymphoma, T-Cell, Cutaneous,D016411: Lymphoma, T-Cell, Peripheral,D018269: Carcinoma, Endometrioid,D018293: Cystadenoma, Serous,D018567: Breast Neoplasms, Male	IL2RB	M4
P14784	NA	NA	NA	NA	BASILIXIMAB	Interleukin-2 receptor inhibitor	INHIBITOR	1998	CHEMBL2364167	106146	P14784	Interleukin-2 receptor subunit beta	Homo sapiens	D000690: Amyotrophic Lateral Sclerosis,D003093: Colitis, Ulcerative,D003922: Diabetes Mellitus, Type 1,D004062: DiGeorge Syndrome,D004646: Emphysema,D005909: Glioblastoma,D005923: Glomerulosclerosis, Focal Segmental,D006086: Graft vs Host Disease,D006103: Granuloma, Lethal Midline,D006689: Hodgkin Disease,D007154: Immune System Diseases,D007239: Infections,D007674: Kidney Diseases,D007683: Kidney Tubular Necrosis, Acute,D009101: Multiple Myeloma,D009369: Neoplasms,D014511: Uremia,D014605: Uveitis,D015427: Reperfusion Injury,D015470: Leukemia, Myeloid, Acute,D051436: Renal Insufficiency, Chronic	IL2RB	M4
P14784	NA	NA	NA	NA	ALDESLEUKIN	Interleukin-2 receptor agonist	AGONIST	1992	CHEMBL2364167	106146	P14784	Interleukin-2 receptor subunit beta	Homo sapiens	D000026: Abortion, Habitual,D000081483: Squamous Intraepithelial Lesions,D000163: Acquired Immunodeficiency Syndrome,D000506: Alopecia Areata,D000690: Amyotrophic Lateral Sclerosis,D000744: Anemia, Hemolytic, Autoimmune,D000753: Anemia, Refractory,D000754: Anemia, Refractory, with Excess of Blasts,D001528: Behcet Syndrome,D001749: Urinary Bladder Neoplasms,D001752: Blast Crisis,D001943: Breast Neoplasms,D002051: Burkitt Lymphoma,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D003093: Colitis, Ulcerative,D003327: Coronary Disease,D003424: Crohn Disease,D003449: Cryoglobulinemia,D003586: Cytomegalovirus Infections,D003922: Diabetes Mellitus, Type 1,D004660: Encephalitis,D004915: Leukemia, Erythroblastic, Acute,D004938: Esophageal Neoplasms,D005185: Fallopian Tube Neoplasms,D006086: Graft vs Host Disease,D006258: Head and Neck Neoplasms,D006402: Hematologic Diseases,D006526: Hepatitis C,D006528: Carcinoma, Hepatocellular,D006689: Hodgkin Disease,D007680: Kidney Neoplasms,D007938: Leukemia,D007947: Leukemia, Megakaryoblastic, Acute,D007948: Leukemia, Monocytic, Acute,D008113: Liver Neoplasms,D008175: Lung Neoplasms,D008180: Lupus Erythematosus, Systemic,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008228: Lymphoma, Non-Hodgkin,D008545: Melanoma,D008654: Mesothelioma,D009101: Multiple Myeloma,D009182: Mycosis Fungoides,D009190: Myelodysplastic Syndromes,D009196: Myeloproliferative Disorders,D009220: Myositis,D009362: Neoplasm Metastasis,D009369: Neoplasms,D009404: Nephrotic Syndrome,D009447: Neuroblastoma,D010051: Ovarian Neoplasms,D010534: Peritoneal Neoplasms,D011081: Polychondritis, Relapsing,D011111: Polymyalgia Rheumatica,D011471: Prostatic Neoplasms,D012509: Sarcoma,D012751: Sezary Syndrome,D013584: Sarcoma, Synovial,D013964: Thyroid Neoplasms,D014923: Wiskott-Aldrich Syndrome,D015179: Colorectal Neoplasms,D015266: Carcinoma, Merkel Cell,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015464: Leukemia, Myelogenous, Chronic, BCR-ABL Positive,D015470: Leukemia, Myeloid, Acute,D015471: Leukemia, Basophilic, Acute,D015477: Leukemia, Myelomonocytic, Chronic,D015479: Leukemia, Myelomonocytic, Acute,D015658: HIV Infections,D016403: Lymphoma, Large B-Cell, Diffuse,D016543: Central Nervous System Neoplasms,D018316: Gliosarcoma,D018567: Breast Neoplasms, Male,D019337: Hematologic Neoplasms,D030361: Papillomavirus Infections,D045169: Severe Acute Respiratory Syndrome,D054058: Acute Coronary Syndrome,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D055501: Macrophage Activation Syndrome,D058922: Inflammatory Breast Neoplasms,D064129: Prostatic Neoplasms, Castration-Resistant	IL2RB	M4
P14784	NA	NA	NA	NA	DACLIZUMAB	Interleukin-2 receptor inhibitor	INHIBITOR	1997	CHEMBL2364167	106146	P14784	Interleukin-2 receptor subunit beta	Homo sapiens	D000741: Anemia, Aplastic,D001249: Asthma,D003093: Colitis, Ulcerative,D003920: Diabetes Mellitus,D003922: Diabetes Mellitus, Type 1,D004062: DiGeorge Syndrome,D006086: Graft vs Host Disease,D007154: Immune System Diseases,D007674: Kidney Diseases,D007938: Leukemia,D008223: Lymphoma,D008545: Melanoma,D009101: Multiple Myeloma,D009103: Multiple Sclerosis,D009190: Myelodysplastic Syndromes,D009369: Neoplasms,D011565: Psoriasis,D012010: Red-Cell Aplasia, Pure,D013921: Thrombocytopenia,D014605: Uveitis,D014890: Granulomatosis with Polyangiitis,D015658: HIV Infections,D020529: Multiple Sclerosis, Relapsing-Remitting,D051436: Renal Insufficiency, Chronic,D057135: Wet Macular Degeneration	IL2RB	M4
P32745	NA	NA	NA	NA	OCTREOTIDE ACETATE	Somatostatin receptor agonist	AGONIST	1988	CHEMBL2111436	104951	P32745	Somatostatin receptor type 3	Homo sapiens	D000172: Acromegaly,D001943: Breast Neoplasms,D003248: Constipation,D003930: Diabetic Retinopathy,D003967: Diarrhea,D004751: Enteritis,D007415: Intestinal Obstruction,D008113: Liver Neoplasms,D008223: Lymphoma,D008303: Malignant Carcinoid Syndrome,D009369: Neoplasms,D009765: Obesity,D010911: Pituitary Neoplasms,D011218: Prader-Willi Syndrome,D013953: Thymus Neoplasms,D018358: Neuroendocrine Tumors,D044903: Congenital Hyperinsulinism,D064129: Prostatic Neoplasms, Castration-Resistant	SSTR3	M4
P32745	NA	NA	NA	NA	PASIREOTIDE DIASPARTATE	Somatostatin receptor 3 agonist	AGONIST	2012	CHEMBL2028	11261	P32745	Somatostatin receptor type 3	Homo sapiens	NA	SSTR3	M4
P32745	NA	NA	NA	NA	PASIREOTIDE PAMOATE	Somatostatin receptor 3 agonist	AGONIST	2014	CHEMBL2028	11261	P32745	Somatostatin receptor type 3	Homo sapiens	D000172: Acromegaly	SSTR3	M4
P32745	NA	NA	NA	NA	LUTETIUM DOTATATE LU-177	Somatostatin receptor binding agent	BINDING AGENT	2018	CHEMBL2111436	104951	P32745	Somatostatin receptor type 3	Homo sapiens	D001943: Breast Neoplasms,D002276: Carcinoid Tumor,D008579: Meningioma,D009447: Neuroblastoma,D018278: Carcinoma, Neuroendocrine,D018358: Neuroendocrine Tumors	SSTR3	M4
Q9Y5N1	NA	NA	NA	NA	PITOLISANT	Histamine H3 receptor inverse agonist	INVERSE AGONIST	2019	CHEMBL264	10280	Q9Y5N1	Histamine H3 receptor	Homo sapiens	D000437: Alcoholism,D007674: Kidney Diseases,D009290: Narcolepsy,D010300: Parkinson Disease,D011218: Prader-Willi Syndrome,D012559: Schizophrenia,D019966: Substance-Related Disorders	HRH3	M4
Q9Y5N1	NA	NA	NA	NA	PITOLISANT HYDROCHLORIDE	Histamine H3 receptor inverse agonist	INVERSE AGONIST	2019	CHEMBL264	10280	Q9Y5N1	Histamine H3 receptor	Homo sapiens	D006970: Disorders of Excessive Somnolence,D009290: Narcolepsy	HRH3	M4
P29274	NA	NA	NA	NA	ADENOSINE	Adenosine receptor agonist	AGONIST	1989	CHEMBL2111329	105024	P29274	Adenosine receptor A2a	Homo sapiens	D000072657: ST Elevation Myocardial Infarction,D001281: Atrial Fibrillation,D002318: Cardiovascular Diseases,D003327: Coronary Disease,D007249: Inflammation,D007511: Ischemia,D009202: Cardiomyopathies,D009203: Myocardial Infarction,D009369: Neoplasms,D010146: Pain,D012128: Respiratory Distress Syndrome,D013614: Tachycardia, Paroxysmal,D013617: Tachycardia, Supraventricular,D014927: Wolff-Parkinson-White Syndrome,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D023921: Coronary Stenosis,D054549: Takotsubo Cardiomyopathy,D060050: Angina, Stable	ADORA2A	M4
P29274	NA	NA	NA	NA	CAFFEINE	Adenosine receptor antagonist	ANTAGONIST	1948	CHEMBL2111329	105024	P29274	Adenosine receptor A2a	Homo sapiens	D000437: Alcoholism,D000544: Alzheimer Disease,D000550: Amblyopia,D000690: Amyotrophic Lateral Sclerosis,D000740: Anemia,D000860: Hypoxia,D001172: Arthritis, Rheumatoid,D001281: Atrial Fibrillation,D001289: Attention Deficit Disorder with Hyperactivity,D001416: Back Pain,D001943: Breast Neoplasms,D003093: Colitis, Ulcerative,D003139: Common Cold,D003141: Communicable Diseases,D003327: Coronary Disease,D003424: Crohn Disease,D003876: Dermatitis, Atopic,D003924: Diabetes Mellitus, Type 2,D004412: Dysmenorrhea,D004417: Dyspnea,D006261: Headache,D007024: Hypotension, Orthostatic,D007383: Intermittent Claudication,D008545: Melanoma,D008881: Migraine Disorders,D009290: Narcolepsy,D009369: Neoplasms,D009765: Obesity,D010146: Pain,D010300: Parkinson Disease,D011565: Psoriasis,D013119: Spinal Cord Injuries,D014832: Voice Disorders,D015658: HIV Infections,D017116: Low Back Pain,D018781: Tension-Type Headache,D019547: Neck Pain,D019698: Hepatitis C, Chronic,D019966: Substance-Related Disorders,D019970: Cocaine-Related Disorders,D020325: Migraine with Aura,D020326: Migraine without Aura,D020529: Multiple Sclerosis, Relapsing-Remitting,D028361: Mitochondrial Diseases,D059350: Chronic Pain,D064129: Prostatic Neoplasms, Castration-Resistant,D065626: Non-alcoholic Fatty Liver Disease	ADORA2A	M4
P29274	NA	NA	NA	NA	PENTOXIFYLLINE	Adenosine A2 receptor antagonist	ANTAGONIST	1984	CHEMBL2094257	104729	P29274	Adenosine receptor A2a	Homo sapiens	D000071074: Neonatal Sepsis,D000740: Anemia,D001528: Behcet Syndrome,D001656: Biliary Atresia,D001714: Bipolar Disorder,D001927: Brain Diseases,D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002318: Cardiovascular Diseases,D003327: Coronary Disease,D003424: Crohn Disease,D003865: Depressive Disorder, Major,D003928: Diabetic Nephropathies,D004374: Ductus Arteriosus, Patent,D004715: Endometriosis,D005234: Fatty Liver,D005355: Fibrosis,D005921: Glomerulonephritis,D006258: Head and Neck Neoplasms,D006519: Hepatitis, Alcoholic,D007246: Infertility,D007896: Leishmaniasis,D008103: Liver Cirrhosis,D008105: Liver Cirrhosis, Biliary,D009369: Neoplasms,D009404: Nephrotic Syndrome,D010020: Osteonecrosis,D010195: Pancreatitis,D012559: Schizophrenia,D014947: Wounds and Injuries,D015658: HIV Infections,D016543: Central Nervous System Neoplasms,D016773: Leishmaniasis, Cutaneous,D016778: Malaria, Falciparum,D017093: Liver Failure,D017565: Sarcoidosis, Pulmonary,D020065: Hepatopulmonary Syndrome,D020345: Enterocolitis, Necrotizing,D020388: Muscular Dystrophy, Duchenne,D020516: Brachial Plexus Neuropathies,D045169: Severe Acute Respiratory Syndrome,D051436: Renal Insufficiency, Chronic,D054058: Acute Coronary Syndrome,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D058186: Acute Kidney Injury,D065626: Non-alcoholic Fatty Liver Disease	ADORA2A	M4
